Id,DevCategory,Taker,SendDate,Area,Region,Agency,ExamineDate,CommitteeDate,ExamineStatus,Status,DocType,DevUnit,Notes,Unit,Size
0830381A,新市區建設,,,29.4618,高雄市,,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,長山育樂股份有限公司,,公頃,29.4618
0830401A,新市區建設,邱景昆,,15.5624,桃園縣,內政部營建署,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,陳慧瑛,,公頃,15.5624
0830411A,新市區建設,,,16.67,桃園縣,,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,陳逸民,,公頃,16.67
0830421A,新市區建設,,,21.6584,新竹縣,,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,林春年,,公頃,21.6584
0830451A,高爾夫球場之開發,盧柏州,,86.4643,臺東縣,行政院體育委員會,-,-,有條件通過環境影響評估,辦理結案,說明書,台東縣政府,,公頃,86.4643
0830462A,核能及其他能源之開發,,,35,高雄市,經濟部能源局,-,-,有條件通過環境影響評估,辦理結案,評估報告書,台灣電力公司,,,0
0830472A,核能及其他能源之開發,張穗蘋,,0,南投縣,經濟部,-,-,有條件通過環境影響評估,辦理結案,評估報告書,台灣電力公司,,瓩,1600000000
0830474A,,黃雅絢,,0,南投縣,經濟部,-,-,審核修正通過,辦理結案,變更內容對照表,台灣電力公司,,,0
0830481A,核能及其他能源之開發,,,35,高雄市,經濟部能源局,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,台灣電力公司,,,0
0830492A,核能及其他能源之開發,,,0,苗栗縣,經濟部,-,-,有條件通過環境影響評估,辦理結案,評估報告書,台灣電力公司,,瓩,600000
0830494A,,烏曉天,,0,苗栗縣,經濟部,-,-,審核修正通過,辦理結案,變更內容對照表,台灣電力公司,,,0
0830511A,蓄水工程之開發,,,658,雲林縣,,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,台灣省政府,,公頃,658
0830521A,環境保護工程之興建,,,0.5,臺中縣,,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,台中縣環境保護局,,公頃,0.5
0830531A,文教建設之開發,,,57.4621,宜蘭縣,教育部,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,佛光人文社會學院籌備處,,公頃,57.4621
0830551A,環境保護工程之興建,,,0,新北市,經濟部,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣電力股份有限公司,,公尺,228.5
0830561A,其他開發行為,,,,桃園縣,,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,大秦環境工程公司,,,
0830571A,其他開發行為,張同婉,0850416,13.2745,新竹縣,內政部營建署,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,邱乾順,,公頃,13.2745
0830581A,文教建設之開發,,,83,高雄市,教育部,-,-,有條件通過環境影響評估,補正後再審,說明書,國立高雄大學,,公頃,83
0830584A,,黃俊哲,,0,高雄市,教育部,-,-,審核修正通過,辦理結案,變更內容對照表,國立高雄大學,,,0
0830591A,文教建設之開發,,,18.16,臺東縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,國立台灣史前文化博物館籌備處,,公頃,18.16
0830601A,新市區建設,孫維謙,,2161.37,高雄市,內政部,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,內政部營建署,,公頃,2161.37
0830611A,核能及其他能源之開發,,,88,宜蘭縣,,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,台灣電力股份有限公司,,公頃,88
0830621A,文教建設之開發,,,57.5797,臺南縣,教育部,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,國立台南藝術學院,,公頃,57.5797
0830631A,文教建設之開發,陳昭旭,,64.8601,新竹市,教育部,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,國立新竹師範學院,,公頃,64.8601
0830641A,機場之開發,,,244,高雄市,,-,-,有條件通過環境影響評估,辦理結案,說明書,交通部民用航空局,,公頃,244
0830651A,蓄水工程之開發,,,,屏東縣,,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,經濟部水資源統一規劃委員會,,立方公尺,386000000
0830661A,新市區建設,,,29.5057,新竹縣,內政部營建署,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,神達電腦股份有限公司,,公頃,29.5057
0830671A,道路之開發,,,,臺灣地區,,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省台灣區國道高速公路局,,公里,116
0830681A,高爾夫球場之開發,,,80.4766,新北市,行政院體育委員會,-,-,有條件通過環境影響評估,辦理結案,說明書,北濱育樂事業股份有限公司,,公頃,80.4766
0830691A,高爾夫球場之開發,,,80.4766,新北市,行政院體育委員會,-,-,有條件通過環境影響評估,辦理結案,說明書,北濱育樂事業股份有限公司,,公頃,80.4766
0830694A,,,,0,新北市,行政院體育委員會,-,-,審核修正通過,辦理結案,變更內容對照表,北濱育樂事業股份有限公司,,,0
0830698A,,,,0,新北市,行政院體育委員會,-,-,審核修正通過,辦理結案,其他,北濱育樂事業股份有限公司,,,0
0830701A,道路之開發,,,,新北市,,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省政府住宅及都市發展局,,公里,26
0830711A,放射性廢棄物貯存或處理設施興建,,,24,臺東縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣電力公司,,公頃,24
0830722A,園區之開發,陳冠中,,671.23,桃園縣,經濟部,-,-,有條件通過環境影響評估,辦理結案,評估報告書,經濟部工業局,,公頃,671.23
0830732A,港灣之開發,孫維謙,,145,花蓮縣,經濟部,-,-,有條件通過環境影響評估,辦理結案,評估報告書,經濟部工業局,,公頃,145
0830734A,,孫維謙,,0,花蓮縣,經濟部,-,-,審核修正通過,辦理結案,變更內容對照表,和平工業區專用港實業股份有限公司,,,0
0830741A,文教建設之開發,,,50,宜蘭縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,宜蘭縣政府,,公頃,50
0830751A,風景區之開發,,,,彰化縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省交通處旅遊局,,公里,220
0830761A,風景區之開發,,,10495,新北市,,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省交通處旅遊局,,公頃,10495
0830771A,風景區之開發,,,31300,臺中縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省交通處旅遊局,,公頃,31300
0830781A,風景區之開發,,,1855,新北市,,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省交通處旅遊局,,公頃,1855
0830791A,遊樂區之開發,,,,花蓮縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,花蓮海洋公園股份有限公司,,平方公尺,139421
0830801A,遊樂區之開發,,,,臺灣地區,,-,-,有條件通過環境影響評估,辦理結案,說明書,花蓮海洋公園股份有限公司,,平方公尺,103860
0830812A,蓄水工程之開發,,,,新北市,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,經濟部水資源通一規劃委員會,,,
0830821A,供水、抽水或引水工程之開發,,,17721,臺灣地區,經濟部工業局,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,經濟部水資源通一規劃委員會,,公頃,17721
0830831A,文教建設之開發,,,11.7328,苗栗縣,教育部,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,苗栗育達商業家政專科學,,公頃,11.7328
0830842A,文教建設之開發,盧柏州,,11.7328,苗栗縣,教育部,-,-,有條件通過環境影響評估,辦理結案,評估報告書,苗栗育達商業家政專科學校,,公頃,11.7328
0830851A,其他開發行為,徐淑芷,,20.14,新竹市,內政部營建署,-,-,有條件通過環境影響評估,辦理結案,說明書,陳文池,,公頃,20.14
0830862A,新市區建設,盧柏州,,10.8406,新北市,內政部營建署,-,-,有條件通過環境影響評估,辦理結案,評估報告書,杜明福,,公頃,10.8406
0830871A,新市區建設,,,11.92,新竹縣,,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,何廷熙,,公頃,11.92
0830881A,新市區建設,,,37,新竹縣,,-,-,認定不應開發,辦理結案,說明書,鴻嵩企業股份有限公司,,公頃,37
0830891A,道路之開發,,,,臺灣地區,,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省政府住宅及都市發展局,,公里,17.3
0830901A,環境保護工程之興建,徐淑芷,,0.08,高雄市,經濟部,-,-,有條件通過環境影響評估,辦理結案,說明書,中國石油公司高雄煉油總廠,,公頃,0.08
0830911A,高爾夫球場之開發,盧柏州,,86.4643,臺東縣,行政院體育委員會,-,-,有條件通過環境影響評估,辦理結案,說明書,台東縣政府,,公頃,86.4643
0830921A,道路之開發,,,0,新竹縣,交通部,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省交通處公路局,,公里,26.1
0830924A,,,,0,新竹縣,交通部,-,-,審核修正通過,辦理結案,變更內容對照表,台灣省交通處公路局,,,0
0830932A,土石採取,,,19.21,花蓮縣,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,世易水泥股份有限公司,,公頃,19.21
0830942A,文教建設之開發,,,0,臺中縣,教育部,-,-,有條件通過環境影響評估,辦理結案,評估報告書,朝陽技術學院,,平方公尺,26830
0830951A,道路之開發,,,,臺灣地區,,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省交通處公路局,,公里,34.2
0830961A,道路之開發,,,,苗栗縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省交通處公路局,,公里,30.84
0830971A,道路之開發,郭博鳴,,0,新北市,內政部營建署,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省政府住宅及都市發展局,,公里,18.76
0830981A,環境保護工程之興建,,,,苗栗縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,福誼化學工業股份有限公司,,,
0830991A,工廠之設立,,,0,高雄市,經濟部,-,-,有條件通過環境影響評估,辦理結案,說明書,中國鋼鐵股份有限公司,,公噸,150000
0831002A,新市區建設,,,14.8824,苗栗縣,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,佳陞建設股份有限公司,,公頃,14.8824
0831012A,新市區建設,,,49.7101,苗栗縣,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,林肇榮,,公頃,49.7101
0831022A,工廠之設立,,,37.4284,臺灣地區,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,張淑暖、林清泉、林茹海、洪東邦、林銀波、葉惠容,,公頃,37.4284
0831032A,核能及其他能源之開發,蔡玲儀,0830101,43,苗栗縣,經濟部,-,-,有條件通過環境影響評估,辦理結案,評估報告書,台灣電力公司,繳費日期僅供參考,瓩,1500000
0831038A,,,,0,苗栗縣,經濟部,-,-,審核修正通過,辦理結案,其他,台灣電力公司股份有限公司,,,0
0831058A,,孫維謙,,0,桃園縣,經濟部,-,-,審核修正通過,辦理結案,其他,中國石油股份有限公司,,,0
0831063A,,郭博鳴,,0,彰化縣,交通部,-,-,審核修正通過,辦理結案,差異分析報告,新環工程顧問股份有限公司,,,0
0831083A,,孫維謙,,0,桃園縣,經濟部,-,-,審核修正通過,辦理結案,差異分析報告,中國石油股份有限公司,,,0
0831091A,工廠之設立,,,0,高雄市,,-,-,有條件通過環境影響評估,辦理結案,說明書,高雄縣政府,,,0
0831102A,新市區建設,,,12.3377,彰化縣,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,恒茂建設股份有限公司,,公頃,12.3377
0831112A,新市區建設,,,15.7494,苗栗縣,,-,-,,辦理結案,評估報告書,徐展文,,公頃,15.7494
0831121A,新市區建設,,,10.0446,南投縣,,-,-,審查中,完成審查,說明書,山地工程顧問有限公司,,公頃,10.0446
0831131A,其他開發行為,,,14.4864,苗栗縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,苗栗縣苑裡鎮公所,,公頃,14.4864
0831141A,新市區建設,李明昌,,1.07,彰化縣,台灣省政府地政處,-,-,有條件通過環境影響評估,辦理結案,說明書,環順紡織股份有限公司,,公頃,1.07
0831158A,,-,0830101,0,臺灣地區,-,-,-,審核修正通過,辦理結案,其他 (環調),汎太環保工程顧問股份有限公司,由於資料太老舊，故基地行政區、繳費日期、處理情形、審查結論別僅供參考,,0
0831162A,新市區建設,-,0830101,52.4562,雲林縣,內政部,-,-,通過環境影響評估審查,辦理結案,評估報告書,李紹漢,因資料缺漏，故繳費日期僅供參考。,公頃,52.4562
0840011R,其他開發行為,莊惠如,0840302,1.673,基隆市,基隆市政府都市發展處,-,-,有條件通過環境影響評估,辦理結案,說明書,吳玲錦,,公頃,1.673
0840011I,土石採取,張秀靜,,9.8979,南投縣,南投縣政府農業局,0850619,-,有條件通過環境影響評估,辦理結案,說明書,彰峰開發股份有限公司,,公頃,8.1093
0840011D,,王宇萱,,,桃園縣,,-,-,審查中,,說明書,交通部公路局東西向快速公路北區工程處,,,
0840011B,公墓興建或擴建工程,,,0,新北市,,-,-,應繼續進行第二階段環境影響評估,,說明書,聯合勤務總司令部,,公頃,0
0840011A,環境保護工程之興建,,,1.13,高雄市,,-,-,有條件通過環境影響評估,辦理結案,說明書,碧志企業有限公司,,公噸,35
0840012N,供水、抽水或引水工程之開發,譚仲萍,,2.8496,屏東縣,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,台灣省自來水股份有限公司,,公頃,2.8496
0840017E,,,,0,新竹縣,新竹縣政府,-,-,審核修正通過,辦理結案,環境調查報告,玉山石礦股份有限公司,環境調查報告書,,0
0840021R,工廠之設立,莊惠如,0840808,7.7994,基隆市,基隆市政府產業發展處,-,-,有條件通過環境影響評估,辦理結案,說明書,林志聖,,公頃,7.7994
0840021I,文教建設之開發,張秀靜,,2.4781,南投縣,南投縣政府民政處,0850215,-,有條件通過環境影響評估,辦理結案,說明書,永玄宮籌建委員會,,公頃,2.4781
0840021D,,王宇萱,,,桃園縣,,-,-,審查中,,說明書,天輪化工股份有限公司,,,
0840021B,安養中心、護理機構或老人福利機構,黃亭蓉,,0,新北市,,-,-,有條件通過環境影響評估,,說明書,財團法人私立青雲老人安養中心,,公頃,0
0840021A,環境保護工程之興建,,,0.1,高雄市,,-,-,有條件通過環境影響評估,辦理結案,說明書,自翔工業有限公司,,公噸,35
0840022N,供水、抽水或引水工程之開發,李蔚然,0840101,2.8496,屏東縣,建設局,-,-,通過環境影響評估審查,完成審查,評估報告書,台灣省自來水公司南區工程處,,公頃,2.8496
0840027E,,,,0,新竹縣,新竹縣政府,-,-,審核修正通過,辦理結案,環境調查報告,台灣水梨股份有限公司竹東廠,環境調查報告書,,0
0840031E,安養中心、護理機構或老人福利機構,,,5.5953,新竹縣,新竹縣政府,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,財團法人私立天主教華光智能發展中心,說明書定稿本,公頃,5.5953
0840031D,,王宇萱,,,桃園縣,,-,-,審查中,,說明書,財團法人中國生產力中心,,,
0840031A,環境保護工程之興建,,,0.27,高雄市,,-,-,有條件通過環境影響評估,辦理結案,說明書,久發環保工程股份有限公司,,公噸,35
0840032I,文教建設之開發,張秀靜,,2.03,南投縣,南投縣政府教育局,0840512,-,有條件通過環境影響評估,辦理結案,評估報告書,同德家事商業職業學校董事會,,公頃,2.03
0840041D,工商綜合區開發、購物專用區、大型購物中心之興建,周韋儒,0850227,6.6427,桃園縣,桃園縣政府,-,-,有條件通過環境影響評估,辦理結案,說明書,財團法人中國生產力中心,1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期。,公頃,6.6427
0840051D,環境保護工程之興建,周韋儒,0831115,4.485,桃園縣,桃園縣政府,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省政府住宅及都市發展局,1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期,公頃,4.485
0840052A,園區之開發,,,126.57,臺南市,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,台南市政府,,公頃,126.57
0840061A,環境保護工程之興建,謝志男,,0.6,雲林縣,經濟部,-,-,有條件通過環境影響評估,辦理結案,說明書,日友廢棄物處理股份有限公司,,公噸,40
0840071A,文教建設之開發,,,15.07,臺南縣,教育部,-,-,有條件通過環境影響評估,辦理結案,說明書,私立鯤鯓科技學院籌備處,,公頃,15.07
0840081A,園區之開發,,,660,臺南縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,行政院國家科學委員會,,公頃,660
0840091A,核能及其他能源之開發,,,0,臺灣本島,經濟部,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣電力公司,,瓩,61200
0840094A,,郭博鳴,,0,臺灣本島,經濟部,-,-,審核修正通過,辦理結案,變更內容對照表,台灣電力公司,,,0
0840102A,文教建設之開發,,,64.86,新竹市,教育部,-,-,有條件通過環境影響評估,辦理結案,評估報告書,國立新竹師範學院,,公頃,64.86
0840112A,文教建設之開發,,,57.58,臺南縣,教育部,-,-,有條件通過環境影響評估,辦理結案,評估報告書,教育部國立台南藝術學院籌備處,,公頃,57.58
0840122A,園區之開發,張同婉,,8.2,臺北市,經濟部,-,-,有條件通過環境影響評估,辦理結案,評估報告書,經濟部工業局,,公頃,8.2
0840132A,園區之開發,,,15.66,臺南縣,經濟部工業局,-,-,有條件通過環境影響評估,辦理結案,評估報告書,嘉益工業股份有限公司,,公頃,15.66
0840142A,文教建設之開發,張同婉,,56.59,宜蘭縣,教育部,-,-,有條件通過環境影響評估,辦理結案,評估報告書,佛光人文社會學院籌備處,,公頃,56.59
0840151A,環境保護工程之興建,,,0.1,高雄市,,-,-,有條件通過環境影響評估,辦理結案,說明書,勤仲企業有限公司,,公噸,35
0840161A,新市區建設,謝志男,,38,新北市,內政部,-,-,有條件通過環境影響評估,辦理結案,說明書,內政部營建署,,公頃,38
0840171A,環境保護工程之興建,謝志男,,38,新北市,內政部,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,內政部營建署,,公噸,1050
0840181A,放射性廢棄物貯存或處理設施興建,,,2.39,新北市,經濟部,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣電力公司,,公頃,2.39
0840191A,核能及其他能源之開發,張同婉,,143,桃園縣,經濟部,-,-,應繼續進行第二階段環境影響評估,初審中,說明書,台灣電力公司,,公頃,143
0840202A,大眾捷運系統之開發,,,,臺北市,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,台北市政府捷運工程局,,公里,6
0840212A,大眾捷運系統之開發,-,0830101,0,新北市,交通部,-,-,有條件通過環境影響評估,辦理結案,評估報告書,台北市政府捷運工程局,承辦人及繳費日期僅供參考,公里,18.4
0840213A,,林佳瑋、孫維謙,,0,新北市,交通部,-,-,審核修正通過,辦理結案,差異分析報告,台北市政府捷運工程局,,,0
0840222A,大眾捷運系統之開發,,,,新北市,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,台北市政府捷運工程局,,公里,6.5
0840231A,道路之開發,,,0,臺灣本島,交通部,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省交通處公路局,,公里,17
0840241A,工廠之設立,,,13.286922,臺南縣,,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,信立化學工業股份有限公司,,公頃,13.286922
0840251A,大眾捷運系統之開發,,,,臺灣本島,,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,台灣省政府住宅及都市發展局,,公里,62.6
0840261A,環境保護工程之興建,,,0.0839,高雄市,,-,-,有條件通過環境影響評估,辦理結案,說明書,郡大實業股份有限公司,,公噸,30
0840271A,環境保護工程之興建,,,0.4791,高雄市,,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣美加金屬股份有限公司,,,
0840281A,文教建設之開發,陳昭旭,,28.9963,南投縣,內政部營建署,-,-,有條件通過環境影響評估,辦理結案,說明書,行政院文化建設委員會,,公頃,28.9963
0840291A,新市區建設,陳冠中,,14.1505,新竹市,內政部,-,-,退件/撤銷,辦理結案,說明書,吳瑞彬、林炳煌,,公頃,14.1505
0840301A,新市區建設,,,6.04,宜蘭縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,建美建設股份有限公司,,公頃,6.04
0840311A,新市區建設,張同婉,,58.04545,高雄市,內政部營建署,-,-,有條件通過環境影響評估,辦理結案,說明書,謝富藏,,公頃,58.04545
0840331A,園區之開發,,,223,臺中縣,,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,經濟部工業局,,公頃,223
0840341A,風景區之開發,,,50,澎湖縣,,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,交通部觀光局,,公頃,50
0840351A,醫療建設之開發,,,24.3765,高雄市,行政院衛生署,-,-,有條件通過環境影響評估,辦理結案,說明書,財團法人華榮醫院,,公頃,24.3765
0840361A,醫療建設之開發,,,6.9,屏東縣,行政院農業委員會,-,-,有條件通過環境影響評估,辦理結案,說明書,經濟部商品檢驗局,,公頃,6.9
0840371A,新市區建設,謝志男,,846.13,新北市,內政部,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,內政部營建署,,公頃,846.13
0840381A,新市區建設,謝志男,,12.3337,新竹市,內政部營建署,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,林河烝,,公頃,12.3337
0840391A,新市區建設,,,23.7554,新竹市,,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,許憲宗,,公頃,23.7554
0840401A,環境保護工程之興建,,,3260,桃園縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,昶緣興化學工業股份有限公司,,公頃,3260
0840411A,供水、抽水或引水工程之開發,,,0,臺灣地區,經濟部水利署,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省水利局,,公里,14.5
0840421A,蓄水工程之開發,黃雅絢,,550.94,高雄市,經濟部水利署,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省政府、省水利局,,公頃,550.94
0840424A,,黃雅絢,,0,高雄市,經濟部水利署,-,-,審核修正通過,辦理結案,變更內容對照表,經濟部水利處南區水資源局,,,0
0840441A,新市區建設,,,18.4146,新竹縣,,-,-,認定不應開發,辦理結案,說明書,六合育樂股份有限公司,,公頃,18.4146
0840458A,核能及其他能源之開發,,,,苗栗縣,,-,-,審核修正通過,辦理結案,其他 (環調),台灣電力公司,,,
0840461A,土石採取,,,3.5,高雄市,,-,-,有條件通過環境影響評估,辦理結案,說明書,臺灣港務股份有限公司(臺灣港務股份有限公司、台灣水泥股份有限公司、亞洲水泥股份有限公司、幸福水泥股份有限公司、嘉環東泥股份有限公司、國興水泥股份有限公司及台宇實業股份有限公司),,公頃,3.5
0840471A,道路之開發,,,0,臺南縣,交通部,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省交通處公路局,,公里,41.8
0840481A,道路之開發,,,,雲林縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省交通處公路局,,公里,43.5
0840492A,園區之開發,,,,高雄市,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,高雄縣政府,,,
0840502A,新市區建設,,,15.5805,新竹市,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,高山青開發股份有限公司,,公頃,15.5805
0840511A,環境保護工程之興建,,,,桃園縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,昶昕實業股份有限公司,,,
0840522A,新市區建設,,,18.4669,彰化縣,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,寶誠開發股份有限公司,,公頃,18.4669
0840532A,新市區建設,,,19.1663,新北市,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,法務部矯正署臺北女子看守所,,公頃,19.1663
0840534A,,邱景昆,,0,新北市,內政部,-,-,審核修正通過,辦理結案,變更內容對照表,台北士林看守所,,,0
0840535A,,,,0,新北市,,-,-,審核修正通過,辦理結案,環境現況差異分析及對策檢討報告,台灣台北士林看守所,,,0
0840548A,,,,,屏東縣,交通部觀光局,-,-,審核修正通過,辦理結案,其他,南仁湖育樂股份有限公司,,,
0840552A,港灣之開發,蘇聖傑,,9.6,高雄市,交通部,-,-,有條件通過環境影響評估,辦理結案,評估報告書,臺灣港務股份有限公司.士新儲運股份有限公司,補充修訂本,公頃,9.6
0840563A,,,,0,高雄市,,-,-,審核修正通過,辦理結案,差異分析報告,中國鋼鐵股份有限公司,,,0
0840573A,,盧柏州,,0,新北市,內政部營建署,-,-,審核修正通過,辦理結案,差異分析報告,杜明福,,,0
0840593A,,郭博鳴,,0,臺南市,交通部,-,-,審核修正通過,辦理結案,差異分析報告,交通部公路總局,,,0
0840603A,,,,0,雲林縣,經濟部能源局,-,-,審核修正通過,辦理結案,差異分析報告,台灣塑膠工業股份有限公司、南亞塑膠工業股份有限公司、台灣化學纖維股份有限公司等,,,0
0840611A,道路之開發,,,0,臺灣本島,台灣省交通處,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省交通處公路局,,公里,27.2
0840621A,新市區建設,,,11,臺中市,,-,-,有條件通過環境影響評估,辦理結案,說明書,何茂源,,平方公尺,11.9214
0840632A,新市區建設,,,18.7513,南投縣,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,埔里國際藝術村籌建委員會,,公頃,18.7513
0840651A,環境保護工程之興建,,,7.4,苗栗縣,,-,-,審查中,完成審查,說明書,苗栗市公所,,公頃,7.4
0840661A,其他開發行為,,,11.6917,彰化縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣建業股份有限公司,,公頃,11.6917
0850001L,工商綜合區開發、購物專用區、大型購物中心之興建,郭殷碩,0840929,10.2,臺南市,臺南市政府,0840929,-,有條件通過環境影響評估,辦理結案,說明書,台灣糖業股份有限公司,,公頃,10.2
0850011X,工商綜合區開發、購物專用區、大型購物中心之興建,張舜華,0850101,1.99783,高雄市,..,-,-,有條件通過環境影響評估,辦理結案,說明書,新瑞都開發股份有限公司,,公頃,1.99783
0850011W,新市區建設,鄧淞駿,0841122,54.67,臺北市,臺北市政府都市發展局,-,-,有條件通過環境影響評估,辦理結案,說明書,台北市士林區住六-六自辦市地重劃區重劃會,,公頃,54.67
0850011R,高樓建築,莊惠如,0850816,0.152,基隆市,基隆市政府都市發展處,-,-,有條件通過環境影響評估,辦理結案,說明書,羅傑建設股份有限公司,,公頃,0.152
0850011N,工商綜合區開發、購物專用區、大型購物中心之興建,施明聰,0840101,5.916,屏東縣,建設局,-,-,有條件通過環境影響評估,完成審查,說明書,蔡東錡,,公頃,5.916
0850011L,環境保護工程之興建,郭殷碩,0850525,3.85,臺南市,臺南市政府,0850930,-,有條件通過環境影響評估,辦理結案,說明書,臺南市政府環境保護局,,公頃,3.85
0850011K,環境保護工程之興建,黃朝琴,,7.1,嘉義縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,民雄鄉公所,,公頃,7.1
0850011I,文教建設之開發,張秀靜,,2.0452,南投縣,公路局南投監理站,0850426,-,有條件通過環境影響評估,辦理結案,說明書,蔡玉麗,,公頃,2.0452
0850011F,,林芳津,,,苗栗縣,,-,-,審查中,,說明書,小山勇開發有限公司,,,
0850011E,探礦、採礦,,,116.5246,新竹縣,新竹縣政府,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,亞洲水泥股份有限公司,說明書定稿本,公頃,116.5246
0850011D,,王宇萱,,,桃園縣,,1011009,-,審查中,,說明書,盧金澤先生,,,
0850012G,文教建設之開發,蘇君紋,,0,臺中縣,臺中縣政府社會局,-,-,有條件通過環境影響評估,辦理結案,評估報告書,財團法人天主教聖母聖心修女會,,,0
0850021R,風景區之開發,莊惠如,0860121,21.2414,基隆市,基隆市政府交通旅遊處,-,-,有條件通過環境影響評估,辦理結案,說明書,基隆市政府,,公頃,21.2414
0850021D,,王宇萱,,,桃園縣,,1011009,-,審查中,,說明書,盧金澤,,,
0850021B,新市區建設,黃亭蓉,,0.7485,新北市,,-,-,有條件通過環境影響評估,,說明書,山圓建設股份有限公司,,平方公尺,4485
0850028E,,,,0,新竹縣,,-,-,審核修正通過,辦理結案,其他 (環調),立益育樂股份有限公司,環境管理計畫,,0
0850031I,公墓興建或擴建工程,張秀靜,,5.4237,南投縣,南投縣政府民政處,0880809,-,有條件通過環境影響評估,辦理結案,說明書,林淑媛,,公頃,5.4237
